Index;R-number;Text;NP_Givenness;Structural_Priming;Imperative_conditional;le;NP_Definiteness;Numeric_Classifier;NP_Concreteness;NP_Length;Response;V-P;Filename;Genre;Register;Time;Time_num
2260;0,233933543;...听，更觉得失掉了组织领导的依靠，心情就更加沉重，一时谁也没有[[[说出话来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2262;0,240225603;大娘还不知道哪里事，李金魁[[[掏出枪来]]]说了声“抓住他！”;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2321;0,951302768;　　愿意交朋友的请[[[伸出手来]]]吧！”;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2268;0,25791086;...武早就下了决心要破开这个秘密，他喊了一声：“我再进屋去搜，非[[[搜出人来]]]不可！”;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2264;0,116294944;他[[[拔出战刀来]]]一骂可不要紧，一个小队的日本兵都卡卡地上了刺刀，唰唰地散开把伪...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2314;0,549504928;也有的又是磨拳又是擦掌要打回村去，[[[救出自己人来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;3;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2265;0,848814128;他也啪啦一声把盒子炮[[[掏出壳来]]]，又喀嚓一下子顶上子弹，大喊着：“日他奶奶！谁也不能孬种！”;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2259;0,278014852;　　“噗”一口把灯吹灭，几个人都[[[拔出枪来]]]准备战斗。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2266;0,562696232;　　八路军是说得上来就做得上来的！想到这里，头上又[[[冒出汗来]]]，急得他抓耳挠腮，真象热锅上的蚂蚁一般。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2307;0,618422538;　　其中有一个人大喊了一声：“哥们儿爷们儿！[[[豁出命来]]]吧！”;New;No;Yes;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2282;0,358353557;　　说这些有什么用？找咱们的民兵队长，找村长，找区长，[[[拿出章程来]]]，到底怎么办。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2319;0,942637331;...说楞了！弄得他莫名其妙，也闹不清怎么样好，张了好几下嘴也没有[[[说出话来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2272;0,888957818;要是不能[[[救出人来]]]，你消灭多少敌人也算没有完成任务。”;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2251;0,975633039;...时候史更新的心里，真是一阵似火烧，又一阵觉着冰凉！可是他没有[[[流出泪来]]]，只觉着象有个什么东西压住他的腿。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2329;0,776752038;嗤的一声，[[[抽出战刀来]]]，照着何世清的脑袋就砍。;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2271;0,257969975;我相信咱们的组织能够[[[想出办法来]]]。”;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2303;0,089759162;又折腾了很大的功夫，还是没有[[[找出洞口来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2330;0,511758675;...说，到了这个时候，旁边的民伕们还能袖手旁观？何世清老汉还能不[[[豁出命来]]]？只听“毁了他们吧！”;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2253;0,817714284;...他们自己要是这么乱腾，八路军往外一冲，如何抵挡得住呢？于是他[[[拔出指挥刀来]]]，站在高处，下命令说：“各守阵地，不准乱动，没有命令，不准开枪...;New;No;No;Absent;Indefinite;Absent;Concrete;3;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2306;0,863452791;特务们也都[[[拔出枪来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2273;0,268109859;经他俩这一问，丁尚武当时没有[[[说出话来]]]，他觉着为难了。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2284;0,357949391;可是，肖飞已经[[[拔出枪来]]]，说道：“我先到房上去看看。”;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2308;0,581687237;他自己[[[拔出战刀来]]]，在小虎儿的脸前一挥：“你的死了死了的！”;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2
2332;0,005416714;...　高波和李鸿义急得怒目切齿，恨不能撕开这个匪徒的肚子，从里面[[[扒出情况来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 曲波 林海雪原.txt;Fiction;Written;1940-1960;2
2337;0,345711216;...“小妹妹，”姜青山这样纯朴地称呼白茹，“你看看，我姜青山要不[[[干出两下子来]]]，我怎么有脸回去见三妹，我又有什么脸见我的表哥。”;New;No;Yes;Absent;Indefinite;Absent;Non-concrete;3;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 曲波 林海雪原.txt;Fiction;Written;1940-1960;2
2335;0,095632595;旅长也知道三爷和八大金刚的脾气，无论如何别[[[闹出乱子来]]]。”;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 曲波 林海雪原.txt;Fiction;Written;1940-1960;2
2334;0,614408913;...出一点慌恐颤抖的声音：“孩子，好好说话，惹不起呀！不管怎么别[[[惹出事来]]]呀！唉！……”;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 曲波 林海雪原.txt;Fiction;Written;1940-1960;2
2340;0,760049243;说着脱下大衣，从陈振仪枕包下[[[取出地图来]]]，拣出了三张图，走到松明子前，正要展开，只听白茹喘了一口粗气。;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 曲波 林海雪原.txt;Fiction;Written;1940-1960;2
2357;0,544955517;...视眼镜的副主任操着山西口音插话说：“你还拉掉一项，晚饭之后，[[[拍出时间来]]]，还得将一军。”;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 李英儒 野火春风斗古城.txt;Fiction;Written;1940-1960;2
2364;0,804696069;...抓人的，又感到不对，明明看到是个女的，但又不象姐姐，她从门洞[[[探出头来]]]细看。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 李英儒 野火春风斗古城.txt;Fiction;Written;1940-1960;2
2351;0,767839154;不大时间她给小叶买来了早点，小叶从被窝里[[[伸出手来]]]就想吃。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 李英儒 野火春风斗古城.txt;Fiction;Written;1940-1960;2
2371;0,042072683;他真想乘此机会杀死门卫冲出去，又怕孤掌难鸣，[[[惹出漏子来]]]，最后还是耐心地等待着。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 李英儒 野火春风斗古城.txt;Fiction;Written;1940-1960;2
2352;0,943778278;　　时间不大，小燕[[[探出头来]]]，左顾右盼之后，向坑沿招了招手。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 李英儒 野火春风斗古城.txt;Fiction;Written;1940-1960;2
2377;0,637828735;...而上，揪住三个鬼子厮打，剩下个老鬼子见势不好，钻到汽车底下，[[[掏出枪来]]]放倒了一个起义的伙伴。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 李英儒 野火春风斗古城.txt;Fiction;Written;1940-1960;2
2356;0,20870842;　　伪警官还是被宴乐园这条新闻唬住了，怕[[[闹出事来]]]自己吃不消，内心已经打消了挑刺诈财的原意，看了看同来的伙伴，伙...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 李英儒 野火春风斗古城.txt;Fiction;Written;1940-1960;2
2360;0,618773447;他哆嗦着[[[伸出手来]]]，象是要同她握手。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 李英儒 野火春风斗古城.txt;Fiction;Written;1940-1960;2
2354;0,212981698;　　银环很有兴趣的回答：“当然行啦，你只要[[[写出宣传品来]]]，我负责刻印散发！”;New;No;No;Absent;Indefinite;Absent;Non-concrete;3;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 李英儒 野火春风斗古城.txt;Fiction;Written;1940-1960;2
2362;0,57834319;现在，你既敢自称有良心，你要[[[拿出良心来]]]回答我的问话。;Given;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 李英儒 野火春风斗古城.txt;Fiction;Written;1940-1960;2
2363;0,368262945;她想，老人并不糊涂，平常他总说，谁[[[闹出事来]]]与他都没关系，真正有了事，他还是照样警惕了。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 李英儒 野火春风斗古城.txt;Fiction;Written;1940-1960;2
2372;0,708657426;...树荫花圃地方，范大昌、蓝毛等人领着一群特务偷偷查对，时不时的[[[拉出人来]]]用电棒照照脸。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 李英儒 野火春风斗古城.txt;Fiction;Written;1940-1960;2
2375;0,392044773;...这个早晨，”周伯伯紧接着说，“我正给他们开饭，忽然有人从牢房[[[探出头来]]]说，砂子饭酸菜汤，这是给人吃的呀，你姓什么？我回答姓周，他将半...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 李英儒 野火春风斗古城.txt;Fiction;Written;1940-1960;2
2380;0,163143087;　　“别装模做样！[[[搜出人来]]]再说！”;New;No;Yes;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 知侠 铁道游击队1.txt;Fiction;Written;1940-1960;2
2378;0,197547884;他气的浑身发抖，他知道小滑子闯祸了，气得真想[[[拔出枪来]]]揍了他，但是他没有这样作。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 知侠 铁道游击队1.txt;Fiction;Written;1940-1960;2
2421;0,495491833;　　赵青立刻慌乱地向寒露开了两枪，寒露肩部中了枪弹，[[[流出血来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 雪克 战斗的青春.txt;Fiction;Written;1940-1960;2
2428;0,413116694;　　正这时，陈东风在朱大江身后一下[[[掏出手枪来]]]，往前一窜，逼上了那伪军。;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 雪克 战斗的青春.txt;Fiction;Written;1940-1960;2
2384;0,787124456;...么，你不了解我？你这话多叫人寒心哪！要是可以的话，我真想开膛[[[拿出心来]]]叫你看看。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 雪克 战斗的青春.txt;Fiction;Written;1940-1960;2
2398;0,410104687;出发前，宫本单独跟他谈了话，问他愿去不愿去，能不能[[[做出成绩来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 雪克 战斗的青春.txt;Fiction;Written;1940-1960;2
2443;0,410934722;　　宫本扶一扶近视眼镜，[[[掏出烟卷来]]]递给胡文玉一支，又拍着肩膀夸奖他。;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 雪克 战斗的青春.txt;Fiction;Written;1940-1960;2
2404;0,412639452;...油灯，退回到入口附近，把油灯儿放在土坯上，靠着粮食口袋坐好，[[[掏出笔记本来]]]写着什么。;New;No;No;Absent;Indefinite;Absent;Concrete;3;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 雪克 战斗的青春.txt;Fiction;Written;1940-1960;2
2395;0,151804313;...屋里，摸摸发髻，向门外看看没有人，就坐在炕桌边，找开文件包，[[[拿出笔记本来]]]看着，思考着这几个村的情况，公粮损失的数字，汉奸的活动情形。;New;No;No;Absent;Indefinite;Absent;Concrete;3;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 雪克 战斗的青春.txt;Fiction;Written;1940-1960;2
2403;0,518117635;故意慢腾腾地[[[拿出烟卷来]]]吸着，点头笑着说：“我的害怕的大大的有！”;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 雪克 战斗的青春.txt;Fiction;Written;1940-1960;2
392;0,746294034;维持会长张书生更靠近咱们了，托联络员[[[捎信出来]]]，要求同咱们接头。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1950s\1958\文学\大陆作家\1958 雪克 战斗的青春.txt;Fiction;Written;1940-1960;2
2425;0,401855295;许凤[[[掏出笔记本来]]]，拿出钢笔写着，忍不住嘴角抿着露出笑容。;New;No;No;Absent;Indefinite;Absent;Concrete;3;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 雪克 战斗的青春.txt;Fiction;Written;1940-1960;2
2386;0,359388191;...一春骑兵团帮助春耕的几十匹马她都骑遍了，摔的昏天黑地，可真也[[[练出本事来]]]了。;New;No;No;Present;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 雪克 战斗的青春.txt;Fiction;Written;1940-1960;2
2419;0,193049431;娘看着他，欢喜的眼里[[[淌出泪来]]]，呆了好一会才说：“有十多天啦。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 雪克 战斗的青春.txt;Fiction;Written;1940-1960;2
2418;0,512042492;赵青沉静地用严厉的眼光看着胡文玉，[[[掏出烟卷来]]]吸着，同时递给了胡文玉一支。;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 雪克 战斗的青春.txt;Fiction;Written;1940-1960;2
2402;0,012442596;...突然用冷酷的毒蛇般的眼盯牢你，叫你打寒战，常逼得人变貌失色，[[[露出破绽来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 雪克 战斗的青春.txt;Fiction;Written;1940-1960;2
2436;0,967880315;　　高铁庄拧着眉头听他说完了，[[[拔出驳壳枪来]]]，嚓一声顶上子弹，坚决地一挥手说：“立刻动手，我带关东升到中队...;New;No;No;Absent;Indefinite;Absent;Concrete;3;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 雪克 战斗的青春.txt;Fiction;Written;1940-1960;2
2441;0,870418493;　　张俊臣从地道口里[[[探出头来]]]监视着门口，举着七星子手枪瞄着，左手用毛巾捂着嘴。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 雪克 战斗的青春.txt;Fiction;Written;1940-1960;2
2447;0,810849656;...都不知道了。福尔摩斯并没有迷路；车子经过的地方，他都能喃喃地[[[说出地名来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1958\翻译作品\文学\1958 严仁曾 福尔摩斯探案集05.txt;Fiction_t;Written;1940-1960;2
2446;0,626246675;...你所以觉得破怪，是因为你没有了解我的思路，没有注意到往往能推[[[断出大事来]]]的那些细小问题。举例来说吧，我开始时曾说你哥哥的行为很不谨慎。...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1958\翻译作品\文学\1958 严仁曾 福尔摩斯探案集05.txt;Fiction_t;Written;1940-1960;2
